,SupplyChainId,Category,SubCategory,ProductId,ProductName,Description,Price,Quantity,ShippingCost,DeliveryTime,SellerId,SellerName,SellerCountry,SellerRating,SellerFeedback,OrderNumber,OrderId,OrderStatus,OrderDate,CustomerId
428,131,Toys,Action Figures,116,Drill,Harry Potter and the Sorcerer's Stone,2199.0,2,8,1,165,James Doe,Germany,4.8,75,20,12364,Cancelled,2020-07-20,350
429,136,Kitchen,Fiction,106,Coffee Maker,Michelin Primacy Tires,15.0,2,8,3,169,Mark Doe,Russia,4.8,95,2,12356,Delivered,2020-07-22,360
430,134,Office,Small Appliances,113,iPhone 11,Hasbro Monopoly Game,100.0,2,7,1,175,James Doe,Italy,4.9,75,3,12353,Delivered,2020-07-23,348
431,139,Automotive,Fiction,118,Spiderman,Loreal True Match Foundation,5.99,3,7,2,160,Ava Doe,Australia,4.9,90,13,12364,Shipped,2020-07-21,352
432,142,Appliances,Necklaces,120,Soda,HP Color LaserJet Printer,11.99,2,8,2,172,Emily Doe,India,4.9,95,12,12357,Shipped,2020-07-21,362
433,132,Home Improvement,Parts,103,Waffle Maker,50 inch LED 4K Ultra HD TV,80.0,3,7,1,175,William Doe,China,4.9,95,16,12350,Cancelled,2020-07-22,364
434,123,Home Improvement,Phones,118,Protein Powder,50 inch LED 4K Ultra HD TV,50.0,1,5,3,174,Emily Doe,Japan,4.9,90,4,12347,Delivered,2020-07-21,351
435,123,Home Improvement,Board Games,108,Diamond Necklace,Apple iPhone 11 64GB,799.0,3,10,2,158,Mark Doe,Indonesia,4.9,98,19,12357,Shipped,2020-07-23,354
436,124,Sports,Dolls,109,Harry Potter,Nike Pegasus 36 Running Shoes,19.0,2,10,1,175,John Doe,Israel,4.9,98,8,12364,Returned,2020-07-20,345
437,133,Games,Small Appliances,115,Sony Bravia,Michelin Primacy Tires,19.0,1,6,1,168,Sarah Doe,US,4.8,85,1,12346,Delivered,2020-07-20,358
438,139,Jewelry,Bottoms,113,Spiderman,Coleman 4 Person Tent,19.0,3,6,3,171,Emma Doe,UK,4.9,75,2,12356,Shipped,2020-07-22,354
439,133,Toys,Appliances,101,Tires,Apple iPhone 11 64GB,90.0,4,6,3,161,Sarah Doe,Canada,4.9,98,9,12353,Shipped,2020-07-20,348
440,132,Books,Appliances,105,Soda,50 inch LED 4K Ultra HD TV,799.0,1,10,1,157,Noah Doe,Germany,4.9,75,3,12348,Returned,2020-07-20,352
441,136,Toys,Fiction,111,Nike Pegasus,Pepsi 12 Pack,400.0,1,8,2,161,Jane Doe,China,4.9,75,10,12355,Delivered,2020-07-21,348
442,140,Appliances,Supplements,117,Jeans,HP Color LaserJet Printer,99.99,2,5,2,167,William Doe,Russia,4.9,85,7,12354,Cancelled,2020-07-21,351
443,128,Outdoors,Necklaces,116,Tires,Pepsi 12 Pack,100.0,2,6,2,174,William Doe,Israel,4.9,95,19,12353,Cancelled,2020-07-22,345
444,134,Books,Running Shoes,115,Drill,Harry Potter and the Sorcerer's Stone,50.0,1,8,3,157,William Doe,Russia,4.9,75,15,12350,Cancelled,2020-07-20,350
445,134,Books,Beverages,111,Coffee Maker,Spiderman Action Figure,150.0,4,10,2,169,James Doe,Germany,4.9,80,6,12345,Cancelled,2020-07-22,364
446,125,Sports,Makeup,117,Sofa,Cuisinart Belgian Waffle Maker,35.0,2,5,1,176,Ava Doe,Korea,4.9,90,2,12361,Shipped,2020-07-20,364
447,129,Sports,Bottoms,106,Soda,Coleman 4 Person Tent,799.0,4,7,3,171,David Doe,UK,4.9,98,2,12357,Cancelled,2020-07-23,353
448,135,Shoes,Tools,112,Monopoly,Levis 511 Slim Fit Jeans,45.0,1,6,3,170,James Doe,Japan,4.9,98,15,12361,Delivered,2020-07-21,350
449,139,Games,Appliances,102,Jeans,Michelin Primacy Tires,400.0,1,7,3,164,Emma Doe,Italy,4.9,80,5,12364,Returned,2020-07-21,354
450,140,Health,Office Supplies,104,Sony Bravia,Hasbro Monopoly Game,400.0,2,5,3,160,Sophia Doe,Israel,4.9,95,18,12352,Delivered,2020-07-21,362
451,141,Furniture,Board Games,112,Tent,Michelin Primacy Tires,25.0,4,7,3,170,Jack Doe,Japan,4.9,75,3,12348,Returned,2020-07-20,355
452,126,Electronics,Action Figures,107,Harry Potter,90 Degree By Reflex Yoga Pants,5.99,3,5,1,157,Oliver Doe,Israel,4.9,90,16,12364,Delivered,2020-07-23,346
453,133,Grocery,Necklaces,102,iPhone 11,Dewalt 18 Volt Drill,15.0,1,10,1,166,Noah Doe,UK,4.7,95,4,12349,Cancelled,2020-07-22,360
454,130,Automotive,Phones,101,Barbie,Spiderman Action Figure,35.0,2,5,1,164,Emma Doe,India,4.9,80,19,12351,Shipped,2020-07-23,360
455,123,Health,Bottoms,116,Tires,Barbie Dreamhouse Playset,15.0,4,5,2,158,Mia Doe,Israel,4.9,95,12,12346,Cancelled,2020-07-21,359
456,137,Outdoors,Bottoms,108,Waffle Maker,Cuisinart Belgian Waffle Maker,80.0,4,5,2,160,William Doe,China,4.9,75,3,12352,Cancelled,2020-07-23,352
457,128,Clothing,Bottoms,102,Drill,Coleman 4 Person Tent,25.0,3,15,1,171,Sophia Doe,Israel,4.8,95,9,12346,Cancelled,2020-07-23,357
458,129,Toys,Appliances,117,Printer,Coleman 4 Person Tent,150.0,3,10,2,168,John Doe,Germany,4.9,95,13,12359,Delivered,2020-07-20,355
459,138,Sports,Action Figures,115,Tent,Cuisinart Belgian Waffle Maker,50.0,2,5,2,163,John Doe,Korea,4.9,90,9,12349,Delivered,2020-07-23,362
460,142,Office,Athletic Wear,116,Diamond Necklace,Levis 511 Slim Fit Jeans,799.0,2,6,1,164,David Doe,Israel,4.9,90,15,12354,Delivered,2020-07-23,355
461,129,Toys,Dolls,119,Yoga Pants,Keurig K-Cup Coffee Maker,2199.0,2,8,1,173,William Doe,Australia,4.9,85,5,12364,Cancelled,2020-07-20,355
462,140,Outdoors,Tools,105,Monopoly,HP Color LaserJet Printer,400.0,1,5,2,162,James Doe,Spain,4.8,90,5,12359,Delivered,2020-07-21,347
463,135,Grocery,Tools,112,Tires,Optimum Nutrition Protein Powder,90.0,4,8,1,166,John Doe,US,4.9,98,6,12364,Shipped,2020-07-23,361
464,129,Furniture,Parts,114,Jeans,Optimum Nutrition Protein Powder,50.0,2,15,3,176,Jane Doe,US,4.9,90,1,12347,Delivered,2020-07-22,361
465,126,Office,Camping,110,Harry Potter,Nike Pegasus 36 Running Shoes,15.0,2,6,1,166,James Doe,Italy,4.9,95,2,12354,Cancelled,2020-07-21,350
466,126,Books,Board Games,106,Monopoly,Apple iPhone 11 64GB,5.99,2,6,2,166,Elizabeth Doe,China,4.9,75,1,12353,Shipped,2020-07-20,359
467,138,Appliances,Living Room,115,Monopoly,Cuisinart Belgian Waffle Maker,35.0,4,5,2,157,Emily Doe,Brazil,4.7,95,3,12359,Cancelled,2020-07-23,361
468,139,Sports,Office Supplies,105,Harry Potter,Spiderman Action Figure,25.0,1,7,3,157,John Doe,Indonesia,4.7,90,12,12362,Shipped,2020-07-21,357
469,128,Jewelry,Camping,111,Diamond Necklace,Barbie Dreamhouse Playset,150.0,2,7,3,175,Jack Doe,Russia,4.7,80,6,12364,Returned,2020-07-22,363
470,126,Furniture,Athletic Wear,112,Monopoly,Dewalt 18 Volt Drill,19.0,2,7,2,162,Jane Doe,Mexico,4.9,85,8,12356,Delivered,2020-07-22,363
471,142,Outdoors,Running Shoes,111,Sony Bravia,Michelin Primacy Tires,120.0,1,10,3,168,John Doe,Australia,4.9,85,15,12358,Delivered,2020-07-22,345
472,138,Home Improvement,Appliances,108,Drill,50 inch LED 4K Ultra HD TV,50.0,4,10,3,159,Sophia Doe,Canada,4.9,85,1,12352,Delivered,2020-07-22,347
473,129,Jewelry,Supplements,111,Tires,Hasbro Monopoly Game,19.0,1,7,3,158,Sophia Doe,Italy,4.9,85,6,12360,Returned,2020-07-23,356
474,140,Clothing,Bottoms,108,Protein Powder,Coleman 4 Person Tent,100.0,2,5,2,174,James Doe,Australia,4.8,95,6,12361,Shipped,2020-07-22,349
475,124,Outdoors,Running Shoes,120,Spiderman,Cuisinart Belgian Waffle Maker,35.0,1,6,1,173,James Doe,Brazil,4.9,80,1,12356,Cancelled,2020-07-21,352
476,141,Grocery,Parts,116,Drill,Michelin Primacy Tires,2199.0,2,10,3,159,Tom Doe,China,4.9,95,13,12347,Returned,2020-07-21,363
477,128,Automotive,Makeup,107,Foundation,Pepsi 12 Pack,50.0,2,5,1,168,Elizabeth Doe,France,4.9,75,15,12349,Delivered,2020-07-22,361
478,128,Toys,Athletic Wear,103,Soda,Harry Potter and the Sorcerer's Stone,2199.0,2,5,2,159,John Doe,UK,4.8,90,20,12361,Cancelled,2020-07-23,348
479,138,Outdoors,Appliances,109,Harry Potter,Barbie Dreamhouse Playset,11.99,1,6,2,168,Noah Doe,Australia,4.9,80,2,12358,Delivered,2020-07-21,363
480,139,Books,Necklaces,103,Tent,Dewalt 18 Volt Drill,25.0,1,6,2,171,James Doe,Brazil,4.9,98,8,12346,Delivered,2020-07-21,354
481,138,Beauty,Beverages,104,iPhone 11,Apple iPhone 11 64GB,120.0,2,5,3,166,Mark Doe,Italy,4.9,95,18,12348,Delivered,2020-07-23,357
482,126,Health,Office Supplies,113,Yoga Pants,Nike Pegasus 36 Running Shoes,11.99,2,10,1,167,John Doe,Germany,4.9,95,16,12352,Returned,2020-07-22,351
483,138,Clothing,Living Room,104,Diamond Necklace,Harry Potter and the Sorcerer's Stone,35.0,1,8,2,169,Olivia Doe,Canada,4.9,90,11,12355,Cancelled,2020-07-21,356
484,128,Books,Parts,111,Foundation,Nike Pegasus 36 Running Shoes,80.0,2,5,1,159,Emily Doe,Canada,4.9,80,10,12353,Cancelled,2020-07-21,352
485,127,Office,Dolls,120,Soda,Ashley Furniture Sofa,799.0,1,10,2,159,Emma Doe,Russia,4.9,98,20,12354,Returned,2020-07-20,350
486,135,Kitchen,Action Figures,117,Tires,Barbie Dreamhouse Playset,90.0,2,5,1,167,Jane Doe,Russia,4.9,80,2,12350,Cancelled,2020-07-21,355
487,127,Home Improvement,Small Appliances,111,Coffee Maker,Pepsi 12 Pack,90.0,1,7,1,158,Mark Doe,Indonesia,4.9,80,8,12349,Delivered,2020-07-22,356
488,129,Office,Parts,104,Monopoly,Ashley Furniture Sofa,25.0,3,5,1,166,Emma Doe,Mexico,4.8,90,2,12345,Cancelled,2020-07-23,363
489,135,Toys,Running Shoes,107,Soda,Spiderman Action Figure,19.0,4,8,1,160,Ava Doe,Russia,4.9,95,1,12360,Returned,2020-07-23,364
490,126,Outdoors,Small Appliances,111,Harry Potter,Pepsi 12 Pack,5.99,1,8,3,171,Jane Doe,Indonesia,4.9,98,3,12346,Shipped,2020-07-21,358
491,130,Furniture,Beverages,118,Tires,Ashley Furniture Sofa,25.0,3,8,1,159,James Doe,UK,4.8,85,8,12349,Delivered,2020-07-22,348
492,140,Appliances,Televisions,107,Yoga Pants,Ashley Furniture Sofa,120.0,4,8,2,170,Mark Doe,US,4.7,80,6,12345,Delivered,2020-07-23,361
493,130,Outdoors,Televisions,118,Spiderman,Optimum Nutrition Protein Powder,25.0,2,6,1,167,Mia Doe,Korea,4.9,98,1,12354,Cancelled,2020-07-21,350
494,127,Sports,Running Shoes,113,Coffee Maker,Pepsi 12 Pack,80.0,4,5,1,169,Tom Doe,Italy,4.9,75,1,12348,Shipped,2020-07-20,351
495,136,Appliances,Office Supplies,115,iPhone 11,Levis 511 Slim Fit Jeans,599.0,3,5,2,158,James Doe,China,4.9,80,13,12350,Shipped,2020-07-21,352
496,132,Kitchen,Tools,113,Diamond Necklace,Pepsi 12 Pack,25.0,1,8,2,173,John Doe,Canada,4.9,90,13,12354,Shipped,2020-07-22,349
497,132,Automotive,Tools,120,Printer,HP Color LaserJet Printer,50.0,4,8,2,174,Emma Doe,Canada,4.9,95,13,12349,Delivered,2020-07-20,351
498,140,Home Improvement,Tools,112,Tires,90 Degree By Reflex Yoga Pants,15.0,2,7,1,174,Sarah Doe,US,4.9,80,20,12354,Cancelled,2020-07-21,345
499,124,Home Improvement,Appliances,108,Nike Pegasus,90 Degree By Reflex Yoga Pants,19.0,2,10,1,165,Tom Doe,Italy,4.9,90,12,12348,Returned,2020-07-21,357
500,133,Furniture,Tools,105,Diamond Necklace,90 Degree By Reflex Yoga Pants,400.0,3,15,2,163,Jane Doe,France,4.8,95,19,12357,Shipped,2020-07-22,360
501,142,Beauty,Office Supplies,109,Printer,90 Degree By Reflex Yoga Pants,15.0,2,10,1,176,Tom Doe,Russia,4.9,95,15,12363,Returned,2020-07-20,351
502,127,Health,Running Shoes,119,Nike Pegasus,Keurig K-Cup Coffee Maker,5.99,1,10,2,158,Emma Doe,France,4.9,80,14,12347,Shipped,2020-07-23,354
503,129,Kitchen,Makeup,104,Protein Powder,Harry Potter and the Sorcerer's Stone,99.99,4,7,1,167,Mia Doe,South Africa,4.9,80,7,12357,Returned,2020-07-21,354
504,136,Electronics,Action Figures,112,Printer,Coleman 4 Person Tent,35.0,4,8,3,175,Olivia Doe,Korea,4.9,90,18,12346,Cancelled,2020-07-23,349
505,131,Toys,Bottoms,120,Diamond Necklace,Optimum Nutrition Protein Powder,5.99,2,8,2,165,David Doe,Israel,4.7,95,1,12354,Delivered,2020-07-22,347
506,131,Electronics,Televisions,106,Sofa,50 inch LED 4K Ultra HD TV,25.0,3,5,3,168,Noah Doe,Mexico,4.9,95,11,12346,Returned,2020-07-20,348
507,125,Outdoors,Dolls,118,Spiderman,Hasbro Monopoly Game,599.0,3,10,1,167,John Doe,Israel,4.8,80,18,12351,Shipped,2020-07-23,359
508,126,Electronics,Bottoms,105,Tires,Loreal True Match Foundation,25.0,2,8,2,169,Oliver Doe,US,4.9,80,12,12352,Cancelled,2020-07-22,346
509,126,Shoes,Televisions,108,Harry Potter,90 Degree By Reflex Yoga Pants,19.0,1,15,1,169,James Doe,Indonesia,4.8,80,7,12355,Cancelled,2020-07-22,356
510,129,Shoes,Running Shoes,101,Sony Bravia,Dewalt 18 Volt Drill,2199.0,1,10,1,170,Oliver Doe,Canada,4.9,98,1,12356,Returned,2020-07-22,351
511,128,Furniture,Running Shoes,102,Sony Bravia,Ashley Furniture Sofa,400.0,3,10,2,161,Ava Doe,Indonesia,4.9,95,12,12346,Delivered,2020-07-20,362
512,124,Books,Dolls,101,Waffle Maker,Cuisinart Belgian Waffle Maker,400.0,3,6,3,163,Oliver Doe,South Africa,4.9,98,3,12357,Returned,2020-07-22,357
513,136,Furniture,Fiction,116,Drill,HP Color LaserJet Printer,120.0,1,5,2,170,Emily Doe,Korea,4.9,90,1,12353,Cancelled,2020-07-22,346
514,131,Appliances,Action Figures,107,Tires,50 inch LED 4K Ultra HD TV,35.0,1,6,1,165,Emily Doe,Brazil,4.9,75,13,12360,Returned,2020-07-22,346
515,139,Toys,Phones,103,Printer,1 Carat Diamond Necklace,50.0,2,5,2,173,James Doe,Brazil,4.9,85,8,12358,Delivered,2020-07-23,363
516,125,Automotive,Televisions,102,Printer,Barbie Dreamhouse Playset,50.0,1,5,3,167,Emma Doe,China,4.8,95,8,12360,Cancelled,2020-07-22,352
517,123,Grocery,Running Shoes,115,Printer,90 Degree By Reflex Yoga Pants,11.99,2,5,1,165,Jane Doe,Canada,4.9,95,7,12359,Cancelled,2020-07-22,345
518,141,Shoes,Necklaces,106,Sofa,Hasbro Monopoly Game,2199.0,2,8,2,167,John Doe,South Africa,4.9,90,15,12345,Shipped,2020-07-21,363
519,136,Grocery,Tools,117,Tent,Levis 511 Slim Fit Jeans,11.99,3,8,1,174,Mark Doe,India,4.9,90,6,12364,Cancelled,2020-07-20,352
520,129,Office,Action Figures,107,Tent,Nike Pegasus 36 Running Shoes,799.0,3,7,2,161,John Doe,France,4.9,98,15,12351,Cancelled,2020-07-21,361
521,132,Grocery,Necklaces,116,Nike Pegasus,Harry Potter and the Sorcerer's Stone,19.99,1,10,2,166,Emily Doe,Japan,4.9,90,7,12350,Cancelled,2020-07-22,352
522,133,Toys,Supplements,110,Soda,Pepsi 12 Pack,19.99,4,5,2,174,Olivia Doe,UK,4.9,90,5,12356,Cancelled,2020-07-21,355
523,126,Health,Tools,107,Barbie,Dewalt 18 Volt Drill,2199.0,3,5,3,170,Elizabeth Doe,Canada,4.9,75,15,12352,Shipped,2020-07-20,351
524,123,Clothing,Appliances,107,Jeans,Levis 511 Slim Fit Jeans,15.0,1,6,1,166,Isabella Doe,Canada,4.7,98,2,12362,Cancelled,2020-07-23,353
525,126,Shoes,Athletic Wear,117,Protein Powder,Pepsi 12 Pack,120.0,4,10,1,157,Olivia Doe,Russia,4.8,85,13,12359,Shipped,2020-07-23,347
526,126,Appliances,Supplements,114,Barbie,Levis 511 Slim Fit Jeans,45.0,3,5,3,176,James Doe,South Africa,4.9,90,11,12349,Returned,2020-07-21,362
527,128,Furniture,Action Figures,115,Protein Powder,Harry Potter and the Sorcerer's Stone,99.99,1,5,1,170,David Doe,Israel,4.8,75,10,12357,Cancelled,2020-07-20,351
528,135,Outdoors,Running Shoes,104,Sony Bravia,Loreal True Match Foundation,400.0,1,6,3,160,Isabella Doe,Canada,4.9,80,20,12360,Delivered,2020-07-22,357
529,138,Electronics,Necklaces,113,Sofa,Loreal True Match Foundation,100.0,1,7,2,167,Sophia Doe,India,4.8,75,7,12351,Returned,2020-07-23,350
530,131,Outdoors,Fiction,111,Tent,Levis 511 Slim Fit Jeans,19.99,3,6,2,164,Sophia Doe,Canada,4.9,75,8,12354,Shipped,2020-07-22,360
531,135,Toys,Camping,116,Foundation,Hasbro Monopoly Game,2199.0,1,10,2,174,Emma Doe,Indonesia,4.9,95,20,12361,Delivered,2020-07-23,350
532,123,Office,Beverages,103,Monopoly,Pepsi 12 Pack,2199.0,2,6,2,162,Noah Doe,China,4.7,95,20,12353,Shipped,2020-07-20,363
533,139,Books,Athletic Wear,102,Soda,Cuisinart Belgian Waffle Maker,599.0,2,7,1,169,Tom Doe,South Africa,4.8,95,2,12345,Returned,2020-07-23,354
534,138,Clothing,Tools,105,Diamond Necklace,50 inch LED 4K Ultra HD TV,90.0,3,8,2,162,Noah Doe,Russia,4.8,95,4,12345,Delivered,2020-07-21,348
535,137,Shoes,Office Supplies,104,Tent,Levis 511 Slim Fit Jeans,25.0,3,6,3,159,James Doe,France,4.7,80,6,12350,Delivered,2020-07-20,352
536,139,Electronics,Athletic Wear,104,Harry Potter,Barbie Dreamhouse Playset,25.0,3,5,3,169,James Doe,South Africa,4.9,90,18,12348,Cancelled,2020-07-22,345
537,139,Appliances,Athletic Wear,108,Monopoly,Pepsi 12 Pack,150.0,1,5,3,174,Noah Doe,China,4.9,90,11,12363,Shipped,2020-07-22,346
538,137,Clothing,Phones,103,Soda,Coleman 4 Person Tent,25.0,3,7,1,157,James Doe,Italy,4.9,80,18,12361,Delivered,2020-07-21,347
539,127,Toys,Supplements,101,Barbie,Dewalt 18 Volt Drill,35.0,2,7,2,167,Emma Doe,Canada,4.7,75,18,12353,Cancelled,2020-07-23,354
540,140,Electronics,Office Supplies,108,Waffle Maker,Pepsi 12 Pack,99.99,3,7,3,169,Isabella Doe,Israel,4.9,80,19,12346,Shipped,2020-07-23,362
541,135,Electronics,Athletic Wear,120,Printer,Michelin Primacy Tires,799.0,2,5,1,157,Ava Doe,Italy,4.9,80,20,12346,Shipped,2020-07-21,347
542,128,Home Improvement,Fiction,116,Coffee Maker,Cuisinart Belgian Waffle Maker,25.0,3,5,3,166,David Doe,Indonesia,4.9,85,20,12350,Cancelled,2020-07-21,359
543,124,Toys,Televisions,109,iPhone 11,Dewalt 18 Volt Drill,90.0,3,8,1,163,Mark Doe,Indonesia,4.9,98,6,12351,Returned,2020-07-22,354
544,134,Furniture,Beverages,112,Tires,Nike Pegasus 36 Running Shoes,19.99,4,5,1,171,Oliver Doe,Mexico,4.9,95,16,12364,Cancelled,2020-07-20,362
545,125,Books,Supplements,119,Diamond Necklace,Spiderman Action Figure,19.99,1,5,1,164,Oliver Doe,Mexico,4.8,75,12,12358,Returned,2020-07-21,356
546,134,Games,Beverages,102,Sofa,90 Degree By Reflex Yoga Pants,99.99,2,8,1,159,Elizabeth Doe,South Africa,4.9,98,14,12362,Shipped,2020-07-23,364
547,125,Home Improvement,Office Supplies,107,Monopoly,50 inch LED 4K Ultra HD TV,90.0,1,7,3,174,Olivia Doe,Germany,4.9,75,7,12362,Cancelled,2020-07-23,361
548,134,Health,Fiction,105,Jeans,Spiderman Action Figure,35.0,4,7,1,169,Elizabeth Doe,France,4.9,95,4,12361,Delivered,2020-07-23,358
549,137,Automotive,Athletic Wear,109,Printer,Barbie Dreamhouse Playset,599.0,1,7,1,169,William Doe,UK,4.9,98,13,12350,Cancelled,2020-07-23,347
550,132,Automotive,Camping,119,Spiderman,Michelin Primacy Tires,50.0,3,10,3,168,David Doe,Korea,4.9,90,14,12357,Cancelled,2020-07-21,357
551,134,Clothing,Dolls,117,Diamond Necklace,Nike Pegasus 36 Running Shoes,120.0,3,7,3,169,Isabella Doe,Japan,4.9,80,8,12364,Cancelled,2020-07-22,352
552,129,Beauty,Televisions,104,Monopoly,Hasbro Monopoly Game,599.0,2,5,2,170,Sarah Doe,Japan,4.9,80,14,12346,Returned,2020-07-22,356
553,140,Automotive,Phones,109,Foundation,Apple iPhone 11 64GB,90.0,2,5,1,171,James Doe,Germany,4.9,80,4,12357,Shipped,2020-07-21,357
554,124,Automotive,Fiction,119,Sofa,Harry Potter and the Sorcerer's Stone,45.0,1,5,1,169,Jack Doe,Spain,4.9,95,8,12361,Cancelled,2020-07-22,362
555,127,Shoes,Makeup,106,Nike Pegasus,Barbie Dreamhouse Playset,2199.0,4,5,3,166,Tom Doe,Germany,4.9,98,11,12360,Cancelled,2020-07-20,355
556,142,Furniture,Action Figures,104,Yoga Pants,Levis 511 Slim Fit Jeans,2199.0,2,5,1,174,William Doe,Spain,4.8,90,3,12362,Returned,2020-07-22,360
557,140,Jewelry,Living Room,115,Printer,Coleman 4 Person Tent,80.0,3,7,2,164,Sarah Doe,US,4.9,95,8,12350,Delivered,2020-07-22,352
558,136,Toys,Action Figures,118,Jeans,90 Degree By Reflex Yoga Pants,35.0,3,8,3,173,Oliver Doe,Israel,4.9,80,11,12363,Cancelled,2020-07-20,357
559,137,Grocery,Appliances,103,Yoga Pants,Harry Potter and the Sorcerer's Stone,25.0,2,7,1,165,Oliver Doe,Brazil,4.9,80,18,12348,Delivered,2020-07-22,350
560,141,Automotive,Action Figures,117,iPhone 11,Michelin Primacy Tires,90.0,4,10,2,164,James Doe,Japan,4.9,95,18,12360,Shipped,2020-07-20,354
561,141,Home Improvement,Bottoms,115,Yoga Pants,HP Color LaserJet Printer,5.99,4,5,2,168,David Doe,France,4.9,90,15,12359,Returned,2020-07-22,359
562,126,Electronics,Phones,110,Soda,Levis 511 Slim Fit Jeans,15.0,2,15,3,160,David Doe,Australia,4.9,85,17,12357,Delivered,2020-07-20,364
563,141,Shoes,Phones,109,Foundation,Pepsi 12 Pack,25.0,4,5,2,170,Ava Doe,Brazil,4.9,98,18,12347,Cancelled,2020-07-20,355
564,135,Sports,Action Figures,116,Monopoly,Barbie Dreamhouse Playset,100.0,3,5,3,157,James Doe,Korea,4.9,80,6,12363,Cancelled,2020-07-21,359
565,135,Office,Living Room,114,Monopoly,Hasbro Monopoly Game,80.0,2,15,1,161,Elizabeth Doe,Australia,4.9,95,4,12359,Delivered,2020-07-21,357
566,132,Outdoors,Camping,119,Harry Potter,Loreal True Match Foundation,5.99,1,7,2,160,William Doe,Germany,4.9,75,15,12348,Returned,2020-07-23,355
567,133,Automotive,Necklaces,108,Soda,HP Color LaserJet Printer,25.0,1,15,2,163,Mia Doe,Russia,4.9,85,12,12357,Returned,2020-07-23,361
568,139,Electronics,Camping,114,Waffle Maker,Coleman 4 Person Tent,99.99,4,8,3,174,Isabella Doe,China,4.9,85,11,12350,Cancelled,2020-07-21,354
569,127,Kitchen,Makeup,113,Harry Potter,HP Color LaserJet Printer,25.0,4,10,1,163,Jane Doe,Australia,4.9,95,18,12347,Shipped,2020-07-20,353
570,141,Health,Camping,111,Sofa,Hasbro Monopoly Game,90.0,3,5,2,160,Tom Doe,UK,4.8,90,13,12361,Delivered,2020-07-21,363
571,136,Appliances,Office Supplies,109,Tires,Nike Pegasus 36 Running Shoes,5.99,2,5,1,169,John Doe,UK,4.9,80,16,12357,Shipped,2020-07-22,354
572,141,Health,Appliances,115,Harry Potter,Hasbro Monopoly Game,45.0,3,5,1,158,William Doe,Korea,4.9,80,20,12363,Delivered,2020-07-20,355
573,130,Electronics,Televisions,101,Monopoly,Ashley Furniture Sofa,400.0,1,5,1,174,Noah Doe,Italy,4.9,80,13,12361,Delivered,2020-07-21,353
574,125,Health,Small Appliances,118,Foundation,Coleman 4 Person Tent,150.0,4,5,1,171,David Doe,China,4.9,80,18,12359,Returned,2020-07-22,345
575,123,Jewelry,Appliances,108,Spiderman,HP Color LaserJet Printer,2199.0,2,5,2,161,William Doe,Israel,4.9,98,8,12350,Shipped,2020-07-21,359
576,142,Outdoors,Camping,106,Protein Powder,Dewalt 18 Volt Drill,25.0,3,6,2,164,Oliver Doe,Canada,4.9,85,16,12357,Cancelled,2020-07-21,363
577,126,Furniture,Action Figures,104,Drill,Pepsi 12 Pack,15.0,4,7,3,169,Mia Doe,Germany,4.8,75,9,12362,Returned,2020-07-21,359
578,125,Electronics,Athletic Wear,105,Foundation,Optimum Nutrition Protein Powder,2199.0,2,7,3,165,Mia Doe,Australia,4.9,95,19,12345,Cancelled,2020-07-20,360
579,126,Games,Tools,112,Waffle Maker,50 inch LED 4K Ultra HD TV,799.0,1,15,2,160,Mark Doe,Spain,4.8,80,19,12355,Cancelled,2020-07-20,345
580,138,Books,Parts,111,Nike Pegasus,50 inch LED 4K Ultra HD TV,2199.0,1,7,1,168,James Doe,Germany,4.9,95,7,12349,Cancelled,2020-07-20,348
581,124,Office,Athletic Wear,108,Protein Powder,Dewalt 18 Volt Drill,25.0,1,8,1,169,Sophia Doe,China,4.8,75,3,12363,Cancelled,2020-07-22,360
582,127,Home Improvement,Makeup,116,Jeans,Coleman 4 Person Tent,25.0,4,5,3,173,William Doe,Italy,4.9,95,5,12359,Shipped,2020-07-23,362
583,142,Office,Necklaces,120,Protein Powder,Harry Potter and the Sorcerer's Stone,15.0,1,6,2,173,David Doe,South Africa,4.9,98,14,12347,Returned,2020-07-23,353
584,136,Grocery,Makeup,116,Protein Powder,Optimum Nutrition Protein Powder,19.99,2,5,3,174,Mia Doe,Russia,4.9,95,8,12357,Returned,2020-07-21,345
585,124,Books,Tools,115,Protein Powder,Barbie Dreamhouse Playset,80.0,4,7,3,166,Jack Doe,Mexico,4.9,98,13,12357,Cancelled,2020-07-20,364
586,130,Shoes,Living Room,102,Monopoly,Cuisinart Belgian Waffle Maker,120.0,1,5,2,161,Emma Doe,Korea,4.9,90,10,12358,Cancelled,2020-07-21,364
587,130,Health,Supplements,117,Waffle Maker,Spiderman Action Figure,120.0,3,5,1,166,Sarah Doe,Germany,4.9,95,5,12357,Returned,2020-07-22,352
588,126,Games,Action Figures,110,Sofa,Optimum Nutrition Protein Powder,19.99,2,5,2,162,Tom Doe,Australia,4.9,95,17,12360,Shipped,2020-07-20,357
589,142,Electronics,Supplements,119,Diamond Necklace,Pepsi 12 Pack,100.0,1,7,3,163,William Doe,Israel,4.9,80,9,12361,Shipped,2020-07-21,351
590,123,Shoes,Televisions,105,Yoga Pants,Michelin Primacy Tires,5.99,3,6,2,168,James Doe,South Africa,4.9,85,10,12349,Returned,2020-07-23,355
