CustomerID,City,StateProvinceName,CountryRegionName,PostalCode,BirthDate,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome
52698,Sydney,New South Wales,Australia,1002,3/9/1975,Bachelors ,Professional,F,M,1,3,0,0,83300
87788,Milsons Point,New South Wales,Australia,2061,6/4/1974,Bachelors ,Professional,F,M,1,4,0,0,81731
61537,Darlinghurst,New South Wales,Australia,2010,6/2/1975,Bachelors ,Professional,F,S,0,3,0,0,107136
87562,Geelong,Victoria,Australia,3220,2/25/1973,Bachelors ,Professional,M,M,1,3,0,0,125122
58554,Sunbury,Victoria,Australia,3429,10/2/1973,High School,Management,F,M,1,2,5,5,98670
65454,North Sydney,New South Wales,Australia,2055,3/5/1973,High School,Management,M,M,0,2,5,5,120108
54315,Hawthorne,Queensland,Australia,4171,10/20/1973,Partial College,Management,M,M,0,3,5,5,154378
64985,Findon,South Australia,Australia,5023,4/7/1971,High School,Management,F,S,1,3,5,5,93703
77668,Milsons Point,New South Wales,Australia,2061,2/26/1970,Partial High School,Professional,F,M,1,4,5,5,114511
58833,Milsons Point,New South Wales,Australia,2061,2/19/1970,Graduate Degree,Professional,F,M,1,4,5,5,143067
71532,North Sydney,New South Wales,Australia,2055,7/26/1971,Partial College,Management,M,S,1,4,5,5,163147
54585,East Brisbane,Queensland,Australia,4169,4/1/1971,Partial High School,Management,F,M,0,4,5,5,133211
61419,Lemon Grove,California,United States,91945,7/6/1941,Bachelors ,Management,M,S,1,2,0,5,118848
96146,Langford,British Columbia,Canada,V9,12/25/1941,Graduate Degree,Management,F,M,0,1,4,4,139508
53478,Ballard,Washington,United States,98107,7/10/1942,Bachelors ,Management,F,M,1,2,0,5,102608
61729,Leeds,England,United Kingdom,LE18,8/22/1973,Partial High School,Manual,F,S,0,2,0,0,21915
88596,Metz,Moselle,France,57000,6/22/1973,Partial High School,Manual,M,S,0,2,0,0,23727
80638,Melton,Victoria,Australia,3337,10/6/1963,Bachelors ,Professional,M,S,0,4,4,4,104417
66744,Silverwater,New South Wales,Australia,2264,6/27/1963,Bachelors ,Professional,M,M,1,2,2,3,97847
55832,Rhodes,New South Wales,Australia,2138,2/14/1963,Bachelors ,Professional,F,S,1,2,2,3,87353
74195,East Brisbane,Queensland,Australia,4169,9/18/1963,Bachelors ,Professional,M,S,0,2,2,3,100306
76512,Versailles,Yveline,France,78000,8/6/1974,Partial College,Clerical,M,S,0,1,0,0,55146
87595,Cergy,Val d'Oise,France,95000,2/24/1980,Partial High School,Manual,M,S,1,2,0,0,24223
99258,London,England,United Kingdom,W1N 9FA,4/1/1980,Partial High School,Manual,F,S,0,2,0,0,15247
75238,Bottrop,Nordrhein-Westfalen,Germany,46236,3/14/1980,Partial High School,Manual,M,S,0,2,0,0,24615
52911,Ingolstadt,Bayern,Germany,85049,8/20/1979,Partial College,Clerical,F,S,1,1,0,0,48865
68205,Hamburg,Hamburg,Germany,20354,8/19/1978,Partial College,Clerical,F,S,0,1,0,0,36971
80229,Billericay,England,United Kingdom,CM11,3/7/1974,High School,Manual,M,S,0,1,0,0,38427
76376,London,England,United Kingdom,SW8 1XD,2/17/1974,Bachelors ,Skilled Manual,M,M,1,0,1,1,64202
53111,London,England,United Kingdom,SW8 4BG,11/11/1972,Partial High School,Manual,F,S,0,2,0,0,20106
94454,N. Vancouver,British Columbia,Canada,V7L 4J4,8/12/1980,High School,Skilled Manual,M,M,0,2,0,0,58552
56376,Berks,England,United Kingdom,SL4 1RH,3/27/1973,Bachelors ,Skilled Manual,F,M,1,1,1,1,47575
59229,Erlangen,Bayern,Germany,91054,4/8/1972,Partial High School,Manual,F,S,0,2,0,0,24202
89867,Villeneuve-d'Ascq,Nord,France,59491,12/27/1972,High School,Manual,F,S,0,1,0,0,51979
50831,Berlin,Hamburg,Germany,12311,9/17/1972,Partial College,Clerical,F,S,0,1,1,1,29240
55241,Coffs Harbour,New South Wales,Australia,2450,1/21/1977,Partial College,Manual,M,S,0,0,0,0,25281
81991,Esher-Molesey,England,United Kingdom,EM15,7/26/1971,Partial High School,Manual,F,S,0,2,0,0,10547
98212,Liverpool,England,United Kingdom,L4 4HB,3/13/1971,Partial High School,Manual,F,S,0,2,0,0,16426
80866,Chatou,Yveline,France,78400,4/25/1971,High School,Manual,M,S,1,1,0,0,49727
77237,Hof,Bayern,Germany,95010,4/14/1971,High School,Manual,F,S,1,1,0,0,39795
86712,Poing,Saarland,Germany,66041,3/14/1970,Partial College,Clerical,M,S,1,0,2,2,55500
98668,Lille,Nord,France,59000,7/12/1971,Partial College,Clerical,F,S,1,1,2,2,42233
90372,Braunschweig,Nordrhein-Westfalen,Germany,38001,9/12/1971,Partial College,Clerical,M,S,1,1,2,2,41567
89679,Essen,Hamburg,Germany,45001,11/12/1971,Partial College,Clerical,M,S,1,1,2,2,53525
83179,London,England,United Kingdom,W1V 5RN,3/15/1971,Partial College,Clerical,M,S,1,2,2,2,65972
68698,Watford,England,United Kingdom,WA3,6/18/1971,Partial College,Clerical,M,S,1,2,2,2,61027
97722,Newcastle upon Tyne,England,United Kingdom,NT20,9/19/1970,Partial College,Clerical,M,S,1,2,2,2,57704
88248,Saarlouis,Saarland,Germany,66740,2/5/1970,Graduate Degree,Skilled Manual,M,S,0,0,0,0,76861
55126,Santa Cruz,California,United States,95062,3/23/1975,Partial College,Clerical,F,S,1,0,3,3,46114
81191,Concord,California,United States,94519,10/2/1975,Partial College,Clerical,M,S,1,1,3,3,52681
84621,Downey,California,United States,90241,10/20/1930,Graduate Degree,Skilled Manual,F,M,1,0,0,1,69526
82684,Olympia,Washington,United States,98501,3/7/1966,Graduate Degree,Skilled Manual,M,S,0,0,0,0,109280
97536,Oregon City,Oregon,United States,97045,6/21/1966,Graduate Degree,Skilled Manual,M,S,0,0,0,0,108026
64900,W. Linn,Oregon,United States,97068,11/2/1966,Graduate Degree,Skilled Manual,F,S,0,0,0,0,79990
89768,Bellflower,California,United States,90706,8/14/1966,Graduate Degree,Skilled Manual,F,S,1,0,0,0,69061
71751,Chula Vista,California,United States,91910,11/25/1966,Graduate Degree,Skilled Manual,F,S,1,0,0,0,88483
78422,Bremerton,Washington,United States,98312,6/5/1953,Bachelors ,Skilled Manual,F,M,1,1,0,1,54677
65861,Olympia,Washington,United States,98501,4/25/1954,Partial High School,Clerical,F,S,0,2,0,3,28591
61243,Sedro Woolley,Washington,United States,98284,9/24/1954,High School,Manual,F,M,1,1,0,1,34596
63250,Lakewood,California,United States,90712,9/23/1954,Partial College,Clerical,M,M,1,1,0,1,66810
82624,San Diego,California,United States,92102,2/8/1954,Partial College,Clerical,F,M,1,1,0,1,46667
51411,Concord,California,United States,94519,11/27/1955,Partial College,Clerical,M,M,1,1,0,1,69294
64289,Sooke,British Columbia,Canada,V0,4/1/1955,Partial College,Clerical,F,M,1,1,0,1,40531
84603,Glendale,California,United States,91203,7/25/1955,Partial College,Clerical,M,M,1,1,0,1,46306
94086,San Gabriel,California,United States,91776,7/20/1955,Partial College,Clerical,M,M,1,1,0,1,51433
52782,Tacoma,Washington,United States,98403,3/9/1955,Partial College,Clerical,M,M,1,1,0,1,43290
52749,Bell Gardens,California,United States,90201,10/10/1955,Partial College,Clerical,F,M,1,1,0,1,33125
85575,Burien,Washington,United States,98168,6/18/1955,Partial College,Clerical,M,M,1,1,0,1,58208
72240,Colma,California,United States,94014,10/19/1955,Graduate Degree,Skilled Manual,F,S,1,0,0,5,108458
54562,Beaverton,Oregon,United States,97005,5/26/1956,Partial College,Clerical,F,M,1,1,0,1,47915
60088,Burbank,California,United States,91502,10/12/1956,Partial College,Clerical,M,M,1,1,0,1,60397
72074,Berkeley,California,United States,94704,11/21/1957,Partial College,Clerical,M,M,1,1,0,1,59458
59229,Burbank,California,United States,91502,5/22/1957,Partial College,Clerical,M,M,1,1,0,1,41772
93880,Metchosin,British Columbia,Canada,V9,4/22/1957,Partial College,Clerical,F,M,1,1,0,1,51783
69478,Oregon City,Oregon,United States,97045,3/27/1957,Partial College,Clerical,M,M,1,1,0,1,55171
68205,Port Hammond,British Columbia,Canada,V6B 3P7,10/24/1957,Partial College,Clerical,M,M,1,1,0,1,57127
65117,Lebanon,Oregon,United States,97355,5/20/1958,Graduate Degree,Skilled Manual,F,S,1,0,0,4,73977
95387,Port Hammond,British Columbia,Canada,V6B 3P7,3/9/1958,Graduate Degree,Skilled Manual,M,S,1,0,0,4,103544
60682,Imperial Beach,California,United States,91932,9/23/1958,Graduate Degree,Skilled Manual,M,M,1,0,0,4,83815
91056,Vancouver,British Columbia,Canada,V7L 4J4,8/10/1958,Graduate Degree,Skilled Manual,F,S,1,0,0,4,83439
93310,W. Linn,Oregon,United States,97068,5/10/1958,Graduate Degree,Skilled Manual,F,S,1,0,0,4,98759
65168,Bremerton,Washington,United States,98312,3/2/1959,Graduate Degree,Skilled Manual,M,M,1,0,0,4,91239
95625,Mill Valley,California,United States,94941,4/10/1959,Graduate Degree,Skilled Manual,M,M,1,0,0,4,100780
90707,Burien,Washington,United States,98168,8/16/1959,Graduate Degree,Skilled Manual,M,M,1,0,0,4,101125
75751,Milton Keynes,England,United Kingdom,MK8 8ZD,9/13/1968,Bachelors ,Clerical,F,S,0,0,1,1,49997
64878,Hamburg,Hamburg,Germany,20354,2/28/1968,Graduate Degree,Clerical,F,M,1,0,0,0,71934
84351,Sulzbach Taunus,Saarland,Germany,66272,6/11/1968,Graduate Degree,Clerical,M,M,1,0,0,0,72867
80686,Cheltenham,England,United Kingdom,GL50,11/23/1968,Graduate Degree,Clerical,M,M,1,0,0,0,67903
50429,Gloucestershire,England,United Kingdom,GL7 1RY,2/23/1967,Partial College,Manual,F,M,1,1,1,1,31899
61773,Drancy,Seine Saint Denis,France,93700,4/26/1967,Partial College,Manual,M,M,1,1,1,1,26581
72907,Paris,Seine (Paris),France,75007,4/7/1967,Partial College,Manual,F,S,0,1,1,1,30403
51433,Paris,Seine (Paris),France,75012,10/25/1967,Bachelors ,Clerical,M,M,1,0,1,1,72357
55336,Paderborn,Nordrhein-Westfalen,Germany,33098,8/21/1966,High School,Manual,M,M,1,1,1,1,11612
99935,Bottrop,Nordrhein-Westfalen,Germany,46236,5/14/1967,Bachelors ,Clerical,F,M,1,0,0,0,38355
82047,York,England,United Kingdom,Y024 1GF,11/15/1966,Bachelors ,Skilled Manual,M,M,1,1,1,1,57861
83759,Cergy,Val d'Oise,France,95000,12/22/1966,Bachelors ,Skilled Manual,F,M,1,2,1,1,62665
51906,Milton Keynes,England,United Kingdom,MK8 8ZD,2/6/1965,High School,Manual,M,S,1,0,2,2,21829
94633,Frankfurt,Hessen,Germany,60323,5/12/1965,Bachelors ,Skilled Manual,F,M,1,2,1,1,46023
85646,Berlin,Nordrhein-Westfalen,Germany,10501,9/7/1964,Partial High School,Manual,M,S,1,1,2,5,17253
94569,Orly,Val de Marne,France,94310,3/6/1964,Partial High School,Manual,M,S,1,1,2,3,26433
88619,Roubaix,Nord,France,59100,4/4/1964,High School,Manual,F,S,1,2,2,2,17281
89961,Hamburg,Hamburg,Germany,20354,4/3/1964,High School,Manual,F,S,1,2,2,2,18296
53303,Colomiers,Garonne (Haute),France,31770,3/25/1964,High School,Manual,F,S,1,0,3,3,14937
76189,Salzgitter,Hessen,Germany,38231,4/6/1964,High School,Manual,M,S,1,0,3,3,18400
71903,Les Ulis,Essonne,France,91940,10/25/1966,Bachelors ,Professional,M,M,1,0,0,0,61157
88987,Paris,Seine (Paris),France,75013,7/28/1966,Bachelors ,Professional,F,M,0,0,0,0,63635
70888,Oxford,England,United Kingdom,OX1,2/6/1966,Bachelors ,Professional,M,M,1,0,0,0,78670
89687,Stoke-on-Trent,England,United Kingdom,AS23,9/4/1966,Graduate Degree,Skilled Manual,F,S,0,0,0,0,90179
89623,Versailles,Yveline,France,78000,8/18/1964,Partial College,Clerical,F,M,0,2,2,2,51018
82538,Frankfurt,Hessen,Germany,60323,3/15/1964,Partial College,Clerical,M,S,1,2,2,2,54338
67756,Gateshead,England,United Kingdom,GA10,1/23/1964,Bachelors ,Skilled Manual,F,M,1,0,0,1,51485
97807,Solingen,Nordrhein-Westfalen,Germany,42651,9/13/1979,Partial College,Clerical,M,S,1,1,3,3,60573
81282,Stoke-on-Trent,England,United Kingdom,AS23,2/3/1963,Bachelors ,Skilled Manual,M,M,1,0,0,1,49960
71425,West Sussex,England,United Kingdom,RH15 9UD,7/2/1963,Bachelors ,Skilled Manual,M,M,1,0,0,1,70108
91767,Solingen,Nordrhein-Westfalen,Germany,42651,9/26/1962,Partial College,Clerical,M,M,1,1,0,1,50454
52140,Bury,England,United Kingdom,PE17,8/1/1962,Bachelors ,Skilled Manual,F,M,1,0,0,1,53358
83993,Drancy,Seine Saint Denis,France,93700,2/19/1962,Bachelors ,Skilled Manual,M,M,1,0,0,1,61208
61044,Lieusaint,Seine et Marne,France,77127,11/20/1962,Bachelors ,Skilled Manual,M,M,1,1,0,1,55848
55878,Paris,Seine (Paris),France,75008,3/17/1978,Partial College,Clerical,M,S,1,2,3,3,61333
65848,Berlin,Saarland,Germany,12311,5/22/1978,Partial College,Clerical,F,M,0,2,3,3,61304
67077,Roubaix,Nord,France,59100,6/3/1977,Partial College,Clerical,F,S,1,1,0,0,37270
50780,Frankfurt am Main,Hamburg,Germany,60082,5/27/1977,Partial College,Clerical,F,S,0,1,0,0,48330
62299,Kassel,Hessen,Germany,34117,8/25/1977,Partial College,Clerical,F,S,0,1,0,0,46325
64403,Solingen,Nordrhein-Westfalen,Germany,42651,9/27/1977,Partial College,Clerical,F,S,0,1,0,0,44742
80021,Offenbach,Saarland,Germany,63009,1/12/1975,Partial High School,Manual,F,S,0,2,0,0,21814
65568,Paris,Seine (Paris),France,75012,12/3/1976,High School,Manual,M,S,0,1,0,0,12549
61284,Les Ulis,Essonne,France,91940,1/24/1975,Partial College,Clerical,F,S,1,1,0,0,52163
85983,London,England,United Kingdom,W1X3SE,5/19/1975,Bachelors ,Skilled Manual,F,M,1,0,1,1,45579
91633,Spokane,Washington,United States,99202,3/2/1959,Graduate Degree,Skilled Manual,M,S,1,0,0,4,101965
84233,Shawnee,British Columbia,Canada,V9B 2C3,5/26/1972,Partial College,Clerical,F,S,1,2,4,4,49040
76173,Metchosin,British Columbia,Canada,V9,3/9/1973,Graduate Degree,Skilled Manual,M,M,1,0,0,0,73885
81524,Walla Walla,Washington,United States,99362,11/7/1940,Graduate Degree,Management,M,M,1,4,2,2,185123
59087,Saint Ouen,Charente-Maritime,France,17490,6/15/1962,Graduate Degree,Manual,F,M,1,0,0,1,32779
96090,Solingen,Nordrhein-Westfalen,Germany,42651,2/18/1962,Bachelors ,Manual,M,S,1,0,0,1,26547
97130,Solingen,Nordrhein-Westfalen,Germany,42651,6/17/1961,Bachelors ,Manual,M,M,1,0,0,1,18459
55760,Paris,Seine (Paris),France,75012,3/18/1961,Bachelors ,Manual,M,M,1,0,0,1,33755
98602,Berlin,Saarland,Germany,12311,8/21/1961,Graduate Degree,Clerical,F,M,1,0,0,1,53422
78456,Peterborough,England,United Kingdom,PB12,9/6/1936,Graduate Degree,Clerical,M,M,1,0,0,1,64331
84720,Drancy,Seine Saint Denis,France,93700,10/4/1962,Graduate Degree,Clerical,M,M,1,0,0,4,71575
96360,Kiel,Saarland,Germany,24044,3/27/1958,Bachelors ,Manual,M,M,1,0,0,1,29332
87446,Berks,England,United Kingdom,SL4 1RH,3/4/1957,Partial College,Manual,M,M,1,0,0,1,23828
59436,Mühlheim,Hamburg,Germany,63151,11/16/1956,Bachelors ,Clerical,M,S,1,0,0,1,26645
92741,Les Ulis,Essonne,France,91940,10/28/1956,Bachelors ,Clerical,M,M,1,0,0,1,29603
85833,Bottrop,Nordrhein-Westfalen,Germany,46236,2/7/1955,Partial College,Manual,F,S,1,0,0,2,32492
83241,Paris,Seine (Paris),France,75003,2/7/1955,Partial College,Manual,F,S,1,1,0,2,21755
84247,London,England,United Kingdom,SW6 SBY,12/3/1937,Bachelors ,Clerical,M,M,1,0,0,1,46162
66177,Suresnes,Hauts de Seine,France,92150,9/23/1938,Bachelors ,Clerical,F,M,1,0,0,1,27087
79767,Cambridge,England,United Kingdom,CB4 4BZ,3/2/1938,Graduate Degree,Clerical,M,M,1,0,0,1,73381
91203,Roubaix,Nord,France,59100,2/2/1939,Bachelors ,Clerical,M,M,1,1,0,2,26656
72125,Boulogne-Billancourt,Hauts de Seine,France,92100,6/24/1940,Bachelors ,Clerical,M,M,1,1,0,2,39176
73508,London,England,United Kingdom,SW8 4BG,11/1/1940,Bachelors ,Clerical,M,M,1,0,0,1,38072
54512,London,England,United Kingdom,W1X3SE,1/1/1940,Bachelors ,Clerical,F,M,1,0,0,1,22362
83483,Bobigny,Seine Saint Denis,France,93000,7/19/1941,Partial College,Manual,F,S,1,1,0,2,14154
80339,Cheltenham,England,United Kingdom,GL50,4/11/1941,Bachelors ,Clerical,M,M,1,0,0,1,65193
97392,London,England,United Kingdom,SE1 8HL,3/9/1941,Bachelors ,Clerical,M,M,1,0,0,1,57280
94268,London,England,United Kingdom,W1N 9FA,5/3/1942,Bachelors ,Clerical,M,M,1,0,0,1,68214
79751,Newcastle upon Tyne,England,United Kingdom,NT20,2/18/1942,Bachelors ,Clerical,F,M,1,0,0,1,48168
53880,Stoke-on-Trent,England,United Kingdom,AS23,6/16/1942,Bachelors ,Clerical,F,M,1,0,0,1,51759
71646,Warrington,England,United Kingdom,WA3 7BH,3/19/1942,Graduate Degree,Clerical,F,M,1,0,0,1,66025
79662,Brisbane,Queensland,Australia,4000,5/16/1980,Partial College,Manual,M,S,0,1,0,0,32647
62691,Coffs Harbour,New South Wales,Australia,2450,5/19/1980,Partial College,Manual,F,M,0,1,0,0,15331
96832,Wollongong,New South Wales,Australia,2500,9/12/1979,Partial College,Manual,F,S,0,1,0,0,23890
86637,Melbourne,Victoria,Australia,3000,3/14/1979,Partial College,Manual,M,S,0,1,0,0,18900
58471,Lane Cove,New South Wales,Australia,1597,8/20/1979,Partial College,Manual,M,S,1,1,0,0,24860
72846,Cranbourne,Victoria,Australia,3977,2/28/1980,Partial College,Manual,M,S,0,1,0,0,21717
82011,Springwood,New South Wales,Australia,2777,9/10/1978,Partial College,Manual,F,S,1,1,0,0,24966
81285,South Melbourne,Victoria,Australia,3205,9/8/1978,Partial College,Manual,M,S,1,1,0,0,25383
62820,Melton,Victoria,Australia,3337,3/11/1978,Partial College,Manual,F,S,0,1,0,0,14588
75050,Springwood,New South Wales,Australia,2777,3/25/1977,High School,Manual,F,S,0,2,0,0,17956
87807,Hobart,Tasmania,Australia,7001,6/24/1979,High School,Manual,M,M,1,0,1,1,20881
65384,Townsville,Queensland,Australia,4810,4/24/1979,High School,Manual,F,S,0,0,1,1,24582
81480,Milsons Point,New South Wales,Australia,2061,8/20/1978,Bachelors ,Clerical,M,S,1,0,0,0,34220
71827,Milsons Point,New South Wales,Australia,2061,7/25/1977,High School,Manual,F,S,0,0,1,1,11470
95849,Berlin,Hessen,Germany,14129,4/21/1961,Graduate Degree,Clerical,F,M,1,0,0,4,41658
81092,Birmingham,England,United Kingdom,B29 6SL,7/20/1961,Graduate Degree,Clerical,F,M,1,0,0,4,67041
88911,Bury,England,United Kingdom,PE17,5/3/1961,Graduate Degree,Clerical,M,S,1,0,0,4,92189
56537,Cambridge,England,United Kingdom,CB4 4BZ,2/16/1961,Graduate Degree,Clerical,F,M,1,0,0,4,66248
73144,London,England,United Kingdom,SW19 3RU,6/19/1961,Graduate Degree,Clerical,M,S,1,0,0,3,65040
78045,Milton Keynes,England,United Kingdom,MK8 8ZD,1/14/1961,Graduate Degree,Clerical,M,M,1,0,0,3,74338
75945,Stoke-on-Trent,England,United Kingdom,AS23,2/2/1960,Graduate Degree,Clerical,F,M,1,0,0,3,58156
64032,Berks,England,United Kingdom,SL4 1RH,12/11/1959,Partial College,Manual,F,M,1,1,0,2,16125
74449,Peterborough,England,United Kingdom,PB12,8/13/1960,Graduate Degree,Clerical,M,M,1,0,0,3,71155
71589,London,England,United Kingdom,E17 6JF,10/26/1960,Graduate Degree,Clerical,M,M,1,0,0,3,70368
54298,Darmstadt,Hessen,Germany,64283,3/18/1960,Bachelors ,Clerical,M,M,1,0,0,3,58830
85635,Saarlouis,Saarland,Germany,66740,8/6/1960,Bachelors ,Clerical,F,M,1,0,0,3,54605
90451,Roubaix,Nord,France,59100,4/20/1960,Graduate Degree,Clerical,M,M,1,0,0,3,74710
62138,Bury,England,United Kingdom,PE17,11/9/1959,Bachelors ,Clerical,M,M,1,0,0,0,64201
52785,Watford,England,United Kingdom,WA3,9/20/1959,Bachelors ,Clerical,F,M,1,0,0,0,56395
55280,York,England,United Kingdom,Y03 4TN,9/6/1958,Bachelors ,Clerical,F,M,1,0,0,1,53320
95314,Watford,England,United Kingdom,WA3,4/11/1970,Partial College,Manual,M,S,1,1,0,0,26109
75119,Birmingham,England,United Kingdom,B29 6SL,6/6/1969,High School,Manual,M,S,1,0,2,2,30369
59989,Saint-Denis,Seine Saint Denis,France,93400,9/3/1970,Bachelors ,Clerical,M,M,1,0,0,0,60020
59571,Versailles,Yveline,France,78000,6/14/1970,Bachelors ,Clerical,M,S,1,0,0,0,52810
66043,Leeds,England,United Kingdom,LE18,2/20/1969,High School,Manual,M,S,1,1,2,2,37388
87947,München,Hessen,Germany,80074,10/12/1969,Partial College,Manual,F,S,0,1,0,0,25857
99728,Lieusaint,Seine et Marne,France,77127,6/23/1969,Bachelors ,Clerical,F,M,1,0,0,0,66497
70950,Oxford,England,United Kingdom,OX1,8/7/1969,Graduate Degree,Clerical,F,M,1,0,0,0,70192
70234,Villeneuve-d'Ascq,Nord,France,59491,4/17/1969,Graduate Degree,Clerical,M,M,1,0,0,0,65954
67717,Newcastle upon Tyne,England,United Kingdom,NT20,7/18/1952,Partial College,Manual,M,M,0,2,0,3,22596
66937,Frankfurt am Main,Hamburg,Germany,60082,10/2/1952,Partial College,Manual,F,M,1,1,0,2,17589
81614,London,England,United Kingdom,C2H 7AU,5/3/1951,Partial College,Manual,F,M,1,1,0,2,10980
67389,London,England,United Kingdom,W1V 5RN,1/4/1968,Partial College,Manual,F,S,0,0,1,1,17881
97785,Hamburg,Hamburg,Germany,20354,12/26/1968,Partial College,Manual,M,S,0,0,1,1,27796
86260,Gateshead,England,United Kingdom,GA10,9/22/1954,Partial College,Professional,M,M,1,1,2,4,126742
53164,Paris,Seine (Paris),France,75012,5/17/1944,High School,Professional,M,S,1,2,1,5,88112
54672,Sèvres,Hauts de Seine,France,92310,8/18/1944,Bachelors ,Management,F,M,1,2,0,5,101617
56483,Bracknell,England,United Kingdom,RG12 8TB,2/9/1945,Bachelors ,Management,M,M,1,4,4,4,173730
65455,Drancy,Seine Saint Denis,France,93700,9/25/1946,Partial College,Professional,M,S,0,2,0,5,132803
69039,Berlin,Saarland,Germany,12171,8/3/1946,Bachelors ,Management,F,M,1,4,3,3,113279
66742,Frankfurt,Hessen,Germany,60323,1/3/1954,Partial College,Professional,M,M,1,1,2,4,117198
82549,Roncq,Nord,France,59223,7/12/1953,Partial College,Professional,M,S,1,2,2,4,123844
91106,Billericay,England,United Kingdom,CM11,11/22/1953,Partial College,Professional,M,M,1,1,2,3,130010
64832,Paris,Seine (Paris),France,75017,3/5/1954,High School,Professional,M,M,1,3,4,4,129615
86637,York,England,United Kingdom,Y024 1GF,5/7/1953,Bachelors ,Management,F,M,1,3,5,5,131889
57503,Bonn,Hamburg,Germany,53131,7/11/1952,High School,Professional,M,S,1,2,1,4,122356
50166,Warrington,England,United Kingdom,WA1,3/10/1952,Partial College,Professional,F,M,1,4,5,5,139355
75912,London,England,United Kingdom,SW8 1XD,8/9/1950,High School,Management,F,M,1,4,5,5,140796
50166,London,England,United Kingdom,W10 6BL,1/25/1950,Bachelors ,Management,F,M,1,3,5,5,128031
90223,Liverpool,England,United Kingdom,L4 4HB,11/27/1950,Partial College,Management,F,M,0,3,5,5,133046
54873,Colombes,Hauts de Seine,France,92700,2/20/1949,High School,Management,M,M,1,3,1,5,122114
60244,Versailles,Yveline,France,78000,9/5/1949,High School,Management,M,M,1,3,1,4,139163
78089,Paris,Seine (Paris),France,75009,3/17/1948,High School,Management,M,M,1,4,1,5,105451
70411,Orly,Val de Marne,France,94310,8/22/1947,Partial High School,Skilled Manual,F,M,1,4,1,5,92167
85716,Paris,Seine (Paris),France,75010,5/25/1947,Partial High School,Skilled Manual,M,M,0,2,0,5,115652
73599,Saint-Denis,Seine Saint Denis,France,93400,6/24/1947,Partial High School,Skilled Manual,F,M,1,2,0,5,103467
69257,Warrington,England,United Kingdom,WA1,1/3/1947,Partial College,Professional,F,M,1,4,5,5,136327
88469,Hervey Bay,Queensland,Australia,4655,8/20/1975,Bachelors ,Professional,M,S,0,4,0,0,102263
80236,Hobart,Tasmania,Australia,7001,11/22/1976,Bachelors ,Professional,F,M,1,2,0,0,85057
69547,Wollongong,New South Wales,Australia,2500,4/26/1976,Bachelors ,Professional,F,S,1,2,0,0,79238
56881,Coffs Harbour,New South Wales,Australia,2450,3/4/1976,Bachelors ,Professional,M,S,0,3,0,0,94088
55153,Sydney,New South Wales,Australia,1002,7/21/1975,Bachelors ,Professional,F,S,0,3,0,0,80792
83891,Sydney,New South Wales,Australia,1002,11/7/1975,Bachelors ,Professional,M,S,0,3,0,0,115989
70202,Melbourne,Victoria,Australia,3000,8/28/1975,Bachelors ,Professional,M,M,1,3,0,0,127422
85574,Rockhampton,Queensland,Australia,4700,7/27/1975,Bachelors ,Professional,M,M,1,2,0,0,135915
83251,Seaford,Victoria,Australia,3198,10/5/1973,Bachelors ,Professional,F,S,0,3,0,0,106466
90707,Coffs Harbour,New South Wales,Australia,2450,11/5/1974,High School,Management,M,M,1,2,5,5,127927
66039,Malabar,New South Wales,Australia,2036,11/10/1973,High School,Management,F,M,0,2,5,5,101617
86466,Caloundra,Queensland,Australia,4551,3/8/1972,Bachelors ,Professional,F,S,0,3,0,0,117371
85379,Hervey Bay,Queensland,Australia,4655,2/1/1973,Partial High School,Professional,F,S,1,4,5,5,119051
64336,Goulburn,New South Wales,Australia,2580,5/23/1973,Partial High School,Professional,M,M,1,4,5,5,154166
73967,Warrnambool,Victoria,Australia,3280,3/22/1972,Bachelors ,Professional,F,M,1,3,0,0,108066
96029,Bendigo,Victoria,Australia,3550,10/18/1972,Bachelors ,Professional,F,S,1,3,0,0,125125
72780,Coffs Harbour,New South Wales,Australia,2450,4/20/1972,Bachelors ,Professional,M,S,0,3,0,0,131912
65831,Sydney,New South Wales,Australia,1002,9/12/1972,High School,Management,M,M,1,2,5,5,125183
53559,Findon,South Australia,Australia,5023,2/9/1972,High School,Management,M,M,1,3,5,5,117104
60483,Hawthorne,Queensland,Australia,4171,7/26/1971,Bachelors ,Professional,M,S,1,4,0,0,133104
94069,Rhodes,New South Wales,Australia,2138,1/9/1971,Bachelors ,Professional,F,M,1,4,0,0,110163
69725,St. Leonards,New South Wales,Australia,2065,1/11/1972,Partial High School,Professional,M,S,1,4,5,5,148969
60353,Silverwater,New South Wales,Australia,2264,3/17/1971,High School,Management,F,M,1,4,5,5,100022
54826,Milsons Point,New South Wales,Australia,2061,6/24/1970,Bachelors ,Professional,F,S,0,4,0,0,104781
96141,Port Macquarie,New South Wales,Australia,2444,5/14/1970,High School,Management,M,M,1,4,5,5,165392
99934,Newcastle,New South Wales,Australia,2300,10/18/1971,Partial High School,Professional,M,M,1,4,5,5,156208
66849,Townsville,Queensland,Australia,4810,9/7/1971,Partial High School,Professional,F,M,1,4,5,5,126074
95824,Lavender Bay,New South Wales,Australia,2060,6/20/1971,Partial High School,Professional,F,M,1,4,5,5,115357
